Image,Predicted_Age1,Predicted_Age2,Predicted_Age3,Predicted_Age4,Predicted_Age5,Predicted_Age6,Predicted_Age7,Predicted_Age8,Average_Age,Target_Age,Sigma,Total_Sigma,Diff,Squared_Diff,Total,Exponent,Error
6108.jpg,39,44,45,39,43,44,43,42,42,43,4,37,-0.5160074234,0.266263661,-0.0072489579,0.9927772524,0.0072227476
6109.jpg,40,44,40,36,47,43,50,41,43,39,5,54,3.7171978951,13.817560191,-0.2579674872,0.7726203517,0.2273796483
6110.jpg,36,37,38,35,40,41,43,37,39,31,4,39,7.5217561722,56.5768159137,-1.4575397247,0.2328083433,0.7671916567
6111.jpg,42,43,37,34,36,43,45,41,40,28,5,51,12.2286543846,149.5399880584,-2.9214457711,0.0538557679,0.9461442321
6112.jpg,36,33,34,36,35,39,36,38,36,35,5,54,1.0674681663,1.1394882862,-0.0209673564,0.9792509303,0.0207490697
6113.jpg,27,28,27,29,32,25,28,30,28,28,3,15,0.1931860447,0.0373208479,-0.0024474152,0.9975555772,0.0024444228
6114.jpg,22,23,26,20,20,22,23,21,22,23,4,39,-0.9871268272,0.974419373,-0.0250090012,0.9753011332,0.0246988668
6115.jpg,32,43,27,31,32,32,35,36,33,22,6,79,11.391541481,129.7672173135,-1.6503193636,0.1919885847,0.8080114153
6116.jpg,24,13,24,12,7,18,7,22,16,37,7,105,-21.1233206391,446.194674824,-4.237065383,0.0144499347,0.9855500653
6117.jpg,23,10,20,23,16,18,9,7,16,17,3,22,-1.2412365079,1.5406680685,-0.0699730984,0.9324189031,0.0675810969
6118.jpg,49,52,51,56,50,53,52,51,52,60,6,63,-8.226237297,67.6709800673,-1.0697106703,0.3431077743,0.6568922257
6119.jpg,61,66,64,65,63,63,63,64,64,63,7,109,0.6475110054,0.4192705021,-0.003846356,0.9961610318,0.0038389682
6120.jpg,41,40,41,36,32,39,36,37,38,49,7,112,-11.4073491097,130.1276137097,-1.1635231546,0.3123836639,0.6876163361
6121.jpg,54,65,60,65,63,64,65,63,62,82,6,70,-19.6732149124,387.0353849898,-5.5378671938,0.0039349103,0.9960650897
6122.jpg,57,55,53,51,55,57,56,53,55,59,6,77,-4.4138679504,19.4822302839,-0.2521542067,0.777124891,0.222875109
6123.jpg,43,39,42,41,40,46,39,42,41,40,7,86,1.3886237144,1.9282758203,-0.0223061933,0.9779407503,0.0220592497
6124.jpg,36,24,46,31,33,53,48,29,37,52,5,52,-14.5701339245,212.2888025769,-4.1175724116,0.0162839973,0.9837160027
6125.jpg,37,32,33,34,35,37,37,33,35,35,6,64,-0.0671491623,0.00450901,-7.0204114931898E-005,0.9999297983,7.02016506807235E-005
6126.jpg,32,36,35,40,49,41,38,37,39,48,8,113,-9.3610553741,87.6293577176,-0.77751221,0.4595478489,0.5404521511
6127.jpg,35,36,21,40,29,40,42,29,34,26,1,2,7.9600889683,63.3630163831,-33.463593015,2.93053025163039E-015,1
6128.jpg,24,23,25,24,22,23,25,25,24,26,5,57,-2.3306965828,5.4321465611,-0.0957092489,0.9087281914,0.0912718086
6129.jpg,32,29,30,30,29,32,31,30,30,29,5,41,1.2032921314,1.4479119536,-0.0354953594,0.965127213,0.034872787
6130.jpg,31,32,34,34,37,32,33,30,33,30,5,47,2.9096376896,8.4659914846,-0.1796424812,0.8355688896,0.1644311104
6131.jpg,31,37,31,28,36,36,37,38,34,34,5,46,0.3102896213,0.0962796491,-0.0020823808,0.9979197859,0.0020802141
6132.jpg,30,9,29,35,13,17,31,33,24,41,5,42,-16.5853657722,275.0743577991,-6.4862349355,0.0015242772,0.9984757228
6133.jpg,36,33,28,31,30,36,36,26,32,31,11,223,0.9645857811,0.9304257291,-0.0041641975,0.9958444607,0.0041555393
6134.jpg,25,26,24,22,26,27,22,25,24,22,4,32,2.4457063675,5.9814796361,-0.1888391361,0.8279196784,0.1720803216
6135.jpg,15,20,18,23,20,19,21,22,20,16,4,34,3.75912714,14.131036855,-0.4199987077,0.6570476689,0.3429523311
6136.jpg,42,40,49,41,46,52,41,43,44,46,10,190,-1.7210254669,2.9619286578,-0.0156174562,0.9845038639,0.0154961361
6137.jpg,26,28,28,26,27,25,27,26,27,28,4,34,-1.4221360683,2.0224709969,-0.0595402267,0.9421976313,0.0578023687
6138.jpg,44,53,54,59,53,46,37,55,50,49,10,182,1.0813031197,1.1692164366,-0.0064400393,0.9935806534,0.0064193466
6139.jpg,43,47,48,45,46,46,48,46,46,50,7,88,-3.8240561485,14.623405427,-0.1653630297,0.8475859494,0.1524140506
6140.jpg,37,41,45,42,42,41,42,39,41,36,6,65,5.1660256386,26.6878208984,-0.4116783824,0.6625373255,0.3374626745
6141.jpg,41,46,39,42,43,45,44,42,43,43,7,93,-0.214345932,0.0459441786,-0.0004956387,0.9995044841,0.0004955159
6142.jpg,57,59,59,60,58,60,60,63,60,66,5,51,-6.4375009537,41.4414185286,-0.8205568697,0.4401864597,0.5598135403
6143.jpg,25,24,24,24,26,28,22,24,24,22,4,38,2.4849498272,6.1749756437,-0.1615571972,0.8508178657,0.1491821343
6144.jpg,30,35,28,31,29,31,29,27,30,29,4,26,0.9760935307,0.9527585806,-0.0368065072,0.9638626178,0.0361373822
6145.jpg,25,29,25,32,27,28,25,25,27,27,4,26,-0.0604321957,0.0036520503,-0.0001391196,0.99986089,0.00013911
6146.jpg,34,33,38,37,33,35,34,36,35,36,5,60,-1.0057477951,1.0115286273,-0.0168662079,0.9832752303,0.0167247697
6147.jpg,30,33,31,32,28,27,30,28,30,30,5,52,-0.1879558563,0.0353274039,-0.0006783613,0.9993218687,0.0006781313
6148.jpg,27,26,34,28,25,31,25,25,27,31,4,40,-3.5209479332,12.3970743482,-0.3062138204,0.7362291818,0.2637708182
6149.jpg,27,29,28,26,26,26,25,29,27,22,4,27,4.9047756195,24.0568238775,-0.8794889281,0.4149949498,0.5850050502
6150.jpg,52,49,53,44,47,50,49,51,49,50,8,133,-0.686958313,0.4719117238,-0.0035488367,0.996457453,0.003542547
6151.jpg,40,44,40,38,37,39,38,41,40,42,6,71,-2.308013916,5.3269282365,-0.0755370058,0.9272454165,0.0727545835
6152.jpg,24,21,20,25,16,30,22,27,23,33,6,67,-9.942215085,98.8476407971,-1.4858797996,0.2263031516,0.7736968484
6153.jpg,26,26,24,21,26,24,22,21,24,27,5,43,-3.1311423779,9.8040525904,-0.2266433776,0.7972050327,0.2027949673
6154.jpg,43,44,43,43,40,44,42,44,43,42,5,41,0.8147025108,0.6637401812,-0.0162119221,0.9839187838,0.0160812162
6155.jpg,23,17,23,19,23,21,21,25,22,17,3,16,4.5713517666,20.8972569739,-1.3380890927,0.2623465098,0.7376534902
6156.jpg,35,46,43,46,40,44,35,41,41,45,6,63,-3.8164582253,14.5653533851,-0.232476435,0.792568426,0.207431574
6157.jpg,40,43,48,45,52,47,48,44,46,44,5,55,1.9133448601,3.6608885536,-0.0671277314,0.9350757551,0.0649242449
6158.jpg,55,56,54,56,57,57,58,56,56,55,8,123,0.9923014641,0.9846621956,-0.0079953083,0.9920365691,0.0079634309
6159.jpg,23,19,27,16,21,23,21,19,21,12,3,21,9.1169688702,83.1191213798,-3.9944093212,0.0184183225,0.9815816775
6160.jpg,38,35,39,38,42,35,38,38,38,44,7,110,-6.2089395523,38.5509303641,-0.3513491987,0.7037379665,0.2962620335
6161.jpg,26,28,27,27,30,27,28,25,27,26,5,59,1.3511493206,1.8256044866,-0.0308568301,0.9696143828,0.0303856172
6162.jpg,29,31,30,27,27,31,28,27,29,28,7,88,0.7438459396,0.5533067819,-0.0063054406,0.9937143969,0.0062856031
6163.jpg,50,45,45,46,45,46,44,46,46,46,6,77,-0.2810583115,0.0789937744,-0.0010320938,0.9989684386,0.0010315614
6164.jpg,43,49,48,50,47,47,50,48,48,52,6,62,-4.305182457,18.5345959878,-0.2996882248,0.7410492254,0.2589507746
6165.jpg,33,40,31,42,56,43,52,37,42,29,5,42,12.7717351913,163.1172197977,-3.8497199497,0.0212856967,0.9787143033
6166.jpg,25,24,27,26,27,25,23,26,25,25,4,31,0.4361586571,0.1902343741,-0.0061038411,0.9939147495,0.0060852505
6167.jpg,17,14,17,17,16,17,15,10,15,14,1,3,1.3621999025,1.8555885744,-0.656069411,0.5188868625,0.4811131375
6168.jpg,49,46,51,45,48,45,49,49,48,61,6,82,-13.2193861008,174.7521688811,-2.1210568365,0.1199048417,0.8800951583
6169.jpg,59,67,65,68,63,63,60,61,63,69,7,92,-5.7044987678,32.5413061924,-0.3553802624,0.700906864,0.299093136
6170.jpg,55,59,58,55,62,65,60,57,59,55,6,71,4.0790510177,16.6386572054,-0.2338081819,0.791513628,0.208486372
6171.jpg,12,8,22,11,15,11,11,10,12,13,2,6,-0.5185860991,0.2689315422,-0.0455367198,0.9554845167,0.0445154833
6172.jpg,27,29,30,24,24,32,26,36,29,28,6,71,0.5242533684,0.2748415943,-0.0038734634,0.9961340288,0.0038659712
6173.jpg,24,21,21,20,20,21,22,21,21,25,5,43,-3.7382628918,13.974609448,-0.3284220342,0.720059066,0.279940934
6174.jpg,22,10,30,24,10,27,26,29,22,11,2,11,11.3674509525,129.2189411579,-12.1022279782,5.54714055534586E-006,0.9999944529
6175.jpg,25,27,30,30,25,32,24,27,28,28,4,39,-0.4030399323,0.162441187,-0.0041296668,0.9958788486,0.0041211514
6176.jpg,54,55,55,53,51,53,55,54,54,56,6,81,-2.2812561989,5.2041298449,-0.0639400287,0.9380612546,0.0619387454
6177.jpg,12,5,9,7,22,14,7,9,11,18,4,38,-7.4130957127,54.9539880451,-1.4416051426,0.2365477609,0.7634522391
6178.jpg,16,14,7,9,16,8,13,11,12,15,4,27,-3.2028936148,10.2585275074,-0.381172624,0.6830599669,0.3169400331
6179.jpg,35,51,49,34,27,54,28,60,42,60,7,103,-17.7354800701,314.5472533173,-3.0672289541,0.0465499684,0.9534500316
6180.jpg,53,56,53,53,53,52,54,55,53,55,7,87,-1.5533556938,2.4129139115,-0.0276817171,0.9726979106,0.0273020894
6181.jpg,34,19,51,7,10,60,9,25,27,58,6,77,-31.0264741182,962.6420962083,-12.4399203768,3.95741162372753E-006,0.9999960426
6182.jpg,28,31,34,32,32,32,34,34,32,34,6,70,-1.9761703015,3.9052490604,-0.0554673149,0.9460429446,0.0539570554
6183.jpg,12,12,21,18,10,20,11,11,14,15,3,14,-0.7991075516,0.638572879,-0.0450663209,0.9559340813,0.0440659187
6184.jpg,23,25,22,22,22,26,22,22,23,28,5,46,-5.0475854874,25.4781192524,-0.5481529277,0.5780164632,0.4219835368
6185.jpg,25,24,23,26,23,23,23,21,24,28,4,37,-4.4754314423,20.0294865945,-0.5459562566,0.5792875709,0.4207124291
6186.jpg,32,35,28,32,35,35,32,31,32,31,5,55,1.3352162838,1.7828025245,-0.0325039508,0.9680186254,0.0319813746
6187.jpg,53,56,59,57,54,58,56,57,56,63,6,75,-6.6340222359,44.0102510259,-0.5890442171,0.5548573546,0.4451426454
6188.jpg,24,25,24,22,24,22,22,25,24,24,5,53,-0.4817249775,0.2320589539,-0.004402632,0.9956070453,0.0043929547
6189.jpg,12,10,27,27,9,14,19,14,17,27,6,70,-10.4708610773,109.6389317006,-1.5682563733,0.2084082519,0.7915917481
6190.jpg,26,26,23,28,26,21,27,24,25,26,4,33,-0.8946044445,0.8003171121,-0.0239754654,0.9763096629,0.0236903371
6191.jpg,15,8,14,11,13,11,10,12,12,15,2,12,-3.1872960329,10.1588560014,-0.8698386217,0.4190191644,0.5809808356
6192.jpg,24,23,25,34,24,31,22,23,26,19,4,28,6.6450164318,44.1562433789,-1.5872943849,0.204478103,0.795521897
6193.jpg,46,49,52,49,38,49,53,51,48,54,6,83,-5.7355408668,32.8964290352,-0.3982174809,0.6715159699,0.3284840301
6194.jpg,26,33,30,29,29,29,25,25,28,30,5,47,-1.7913894653,3.2090762165,-0.0688319726,0.9334835177,0.0665164823
6195.jpg,27,25,24,24,23,22,20,25,24,26,5,46,-2.2732198238,5.1675283674,-0.1133891163,0.8928031883,0.1071968117
6196.jpg,21,28,27,23,34,26,28,25,26,29,4,29,-2.6652150154,7.1033710783,-0.2460427084,0.781888831,0.218111169
6197.jpg,55,54,52,57,48,52,52,51,53,59,6,71,-6.3646883965,40.509258384,-0.5723169332,0.5642166708,0.4357833292
6198.jpg,27,34,25,29,25,28,27,28,28,18,2,10,9.6320717335,92.7768058788,-9.6362689,6.53163023296377E-005,0.9999346837
6199.jpg,50,26,30,56,31,61,24,33,39,74,9,151,-35.0889627934,1231.2353099138,-8.1342905452,0.0002933071,0.9997066929
6200.jpg,48,48,51,50,52,52,49,58,51,53,6,67,-2.1267943382,4.523254157,-0.0672069949,0.9350016408,0.0649983592
6201.jpg,25,28,28,28,28,35,26,26,28,36,6,79,-8.2224075794,67.6079864021,-0.8584764852,0.4238072674,0.5761927326
6202.jpg,21,16,14,12,15,21,18,19,17,22,4,29,-4.9494196177,24.4967545517,-0.8354911577,0.433661433,0.566338567
6203.jpg,45,43,42,42,42,38,39,40,42,47,6,77,-5.3325037956,28.4355967305,-0.3708544227,0.6901444036,0.3098555964
6204.jpg,23,27,34,18,29,25,31,25,27,39,6,70,-12.4880299568,155.9508922025,-2.2435899801,0.1060770057,0.8939229943
6205.jpg,46,47,50,35,48,36,37,48,44,52,7,85,-8.4350767136,71.1505191635,-0.8325788151,0.4349262445,0.5650737555
6206.jpg,33,38,41,40,30,39,40,36,37,35,5,60,2.1073343754,4.4408581697,-0.0739962857,0.9286751432,0.0713248568
6207.jpg,26,22,22,13,15,16,18,22,19,19,1,1,0.4030665159,0.1624626163,-0.1770097704,0.8377715991,0.1622284009
6208.jpg,27,34,46,42,34,30,40,39,37,40,6,84,-3.4238200188,11.7225435208,-0.1401816836,0.8692003016,0.1307996984
6209.jpg,30,30,24,28,24,32,26,26,28,29,7,104,-1.3738901615,1.8875741759,-0.0182183943,0.9819465574,0.0180534426
6210.jpg,23,27,26,25,26,25,26,25,25,40,6,73,-14.8562579155,220.7083992518,-3.0356707421,0.048042428,0.951957572
6211.jpg,27,39,12,40,48,55,52,21,37,5,1,4,31.672349453,1003.1377198712,-234.2384972283,1.8685864894809E-102,1
6212.jpg,26,27,27,28,27,34,26,28,28,33,8,133,-5.201069355,27.0511224355,-0.2030476185,0.8162393724,0.1837606276
6213.jpg,28,29,28,29,32,31,29,29,29,27,4,27,2.2553865909,5.0867686746,-0.1884676789,0.8282272722,0.1717727278
6214.jpg,70,74,73,72,76,72,73,71,73,76,7,94,-3.3651819229,11.3244493742,-0.120995866,0.8860376225,0.1139623775
6215.jpg,35,42,40,41,52,47,32,31,40,66,5,49,-25.9449875355,673.1423782161,-13.8369433181,9.7879528932741E-007,0.9999990212
6216.jpg,26,36,37,25,33,33,28,31,31,35,4,39,-3.9148783684,15.3262726393,-0.3885928095,0.6780102931,0.3219897069
6217.jpg,17,19,20,20,19,20,21,19,19,24,4,37,-4.6287109852,21.4249653843,-0.5731741889,0.5637332001,0.4362667999
6218.jpg,26,25,28,28,28,26,25,28,27,27,4,32,-0.1519827843,0.0230987667,-0.0007279807,0.9992722842,0.0007277158
6219.jpg,22,21,24,22,22,21,17,23,22,18,3,15,3.5756835937,12.7855131626,-0.8699486839,0.4189730488,0.5810269512
6220.jpg,34,39,37,36,33,40,37,34,36,31,6,80,5.1803708076,26.8362417047,-0.3339381146,0.7160980968,0.2839019032
6221.jpg,51,49,52,51,53,53,55,50,52,56,6,72,-4.2508964539,18.0701206615,-0.2493621391,0.7792977081,0.2207022919
6222.jpg,35,36,36,36,32,35,39,38,36,41,6,71,-5.1601381302,26.6270255228,-0.3745171126,0.6876212422,0.3123787578
6223.jpg,34,33,37,32,35,36,40,36,35,39,7,106,-3.5862770081,12.8613827785,-0.1211549138,0.8858967114,0.1141032886
6224.jpg,50,47,49,52,52,52,48,46,50,49,6,72,0.5542855263,0.3072324446,-0.0042509017,0.9957581206,0.0042418794
6225.jpg,23,25,24,23,22,24,26,23,24,27,4,38,-3.2954671383,10.8601036595,-0.2867852252,0.7506729371,0.2493270629
6226.jpg,26,27,28,29,26,27,32,28,28,29,5,45,-1.1001214981,1.2102673106,-0.0267572955,0.9735975094,0.0264024906
6227.jpg,31,35,34,30,38,43,34,31,35,34,7,95,0.6408209801,0.4106515285,-0.0043150923,0.9956942044,0.0043057956
6228.jpg,52,61,57,53,55,56,62,55,56,60,6,82,-3.5520148277,12.6168093365,-0.1546147717,0.8567451564,0.1432548436
6229.jpg,30,53,25,35,53,44,37,27,38,68,7,98,-29.9088027477,894.5364818031,-9.1604189759,0.0001051188,0.9998948812
6230.jpg,22,19,19,18,17,19,19,18,19,11,2,6,7.9033741951,62.4633236675,-11.1812800385,1.39325874831659E-005,0.9999860674
6231.jpg,28,38,39,24,42,21,34,45,34,29,3,23,4.9148273468,24.1555278488,-1.0337913477,0.3556559857,0.6443440143
6232.jpg,26,28,27,25,25,29,26,28,27,19,3,24,7.700489521,59.2975388632,-2.4737124685,0.0842714226,0.9157285774
6233.jpg,27,33,32,29,15,37,30,33,30,22,4,38,7.5478307009,56.9697482888,-1.4832418202,0.2269009228,0.7730990772
6234.jpg,14,21,23,17,19,18,24,17,19,28,5,41,-8.7958739996,77.3673994166,-1.8797705739,0.1526251179,0.8473748821
6235.jpg,18,24,25,11,26,17,9,14,18,17,3,16,1.1115345955,1.235509157,-0.0774809009,0.9254446994,0.0745553006
6236.jpg,25,26,25,27,23,24,22,28,25,28,5,50,-2.8221912384,7.9647633861,-0.15878066,0.8531834757,0.1468165243
6237.jpg,3,2,3,2,4,4,3,3,3,4,1,2,-0.9865905941,0.9733610003,-0.5062808543,0.6027330675,0.3972669325
6238.jpg,30,30,33,30,32,33,32,31,31,31,6,77,0.3840141296,0.1474668518,-0.0019116122,0.9980902137,0.0019097863
6239.jpg,28,31,29,32,28,31,35,30,30,27,5,44,3.2415230274,10.5074715373,-0.2394090649,0.7870928444,0.2129071556
6241.jpg,26,28,17,24,26,22,25,24,24,28,5,48,-3.7984662056,14.428345515,-0.3011184622,0.7399901067,0.2600098933
6242.jpg,29,28,29,29,30,31,27,27,29,32,3,24,-3.2393274307,10.4932422036,-0.4419532543,0.642779682,0.357220318
6243.jpg,29,36,36,40,35,40,37,34,36,30,6,75,5.8957154751,34.7594609632,-0.4645748022,0.6284022436,0.3715977564
6244.jpg,31,33,29,34,37,32,34,30,33,35,6,67,-2.3321805,5.4390658848,-0.080969187,0.9222221074,0.0777778926
6245.jpg,26,30,52,52,23,50,49,33,39,42,5,44,-2.5178644657,6.3396414677,-0.1446062345,0.8653629761,0.1346370239
6246.jpg,27,28,31,31,31,33,30,34,31,33,5,53,-2.3534433842,5.5386957625,-0.1047336548,0.9005643517,0.0994356483
6247.jpg,46,47,48,42,48,45,47,46,46,47,7,93,-0.8563194275,0.7332829619,-0.0078600635,0.992170746,0.007829254
6248.jpg,24,26,25,33,25,21,31,28,27,20,4,28,6.6000301838,43.5603984269,-1.5797974513,0.2060168224,0.7939831776
6249.jpg,35,34,35,39,37,36,40,40,37,39,7,105,-1.8225889206,3.3218303735,-0.0317306546,0.96876748,0.03123252
6250.jpg,4,5,3,4,4,3,3,5,4,4,1,3,-0.03001827,0.0009010965,-0.0002966674,0.9997033766,0.0002966234
6251.jpg,24,24,29,22,22,18,21,28,24,26,5,43,-2.4036068916,5.7773260895,-0.1338629649,0.8747099224,0.1252900776
6252.jpg,73,64,11,18,11,13,28,10,29,96,2,10,-67.2259447575,4519.3276485324,-472.1428230459,8.93258753831547E-206,1
6253.jpg,27,27,27,25,23,25,32,27,27,28,4,32,-1.392052412,1.9378099178,-0.059846187,0.9419094003,0.0580905997
6254.jpg,33,32,35,33,30,30,33,32,32,30,5,49,2.4432098866,5.9692745498,-0.1225040853,0.8847022907,0.1152977093
6255.jpg,45,52,47,52,45,50,49,46,48,51,5,56,-2.6565499306,7.0572575336,-0.1261145776,0.8815138392,0.1184861608
6256.jpg,26,28,26,32,23,14,27,25,25,18,4,30,7.1155025959,50.6303771925,-1.7111360635,0.1806604343,0.8193395657
6257.jpg,23,26,19,27,22,23,22,19,23,29,5,45,-6.3776977062,40.6750280319,-0.909697648,0.4026459464,0.5973540536
6258.jpg,65,69,70,73,75,68,68,73,70,75,6,69,-4.845416069,23.4780568819,-0.3405825867,0.7113557756,0.2886442244
6259.jpg,27,27,33,12,34,34,5,39,26,34,6,81,-7.6054506898,57.8428801949,-0.7159238299,0.4887403902,0.5112596098
6260.jpg,24,21,27,23,30,27,23,26,25,24,2,12,1.1842954159,1.402555632,-0.1143456602,0.8919495911,0.1080504089
6261.jpg,34,34,37,36,36,39,35,40,36,37,7,102,-0.5079956055,0.2580595352,-0.0025259824,0.9974772053,0.0025227947
6262.jpg,19,11,37,40,8,25,6,32,22,35,7,88,-12.7825707793,163.3941157283,-1.8519419094,0.1569321223,0.8430678777
6263.jpg,39,40,39,38,40,38,40,41,39,37,6,70,2.3527436256,5.535402568,-0.0794908339,0.9235864856,0.0764135144
6264.jpg,28,28,30,27,26,27,24,31,28,29,5,54,-1.1888794899,1.4134344415,-0.0259930573,0.9743418541,0.0256581459
6265.jpg,31,19,29,30,25,55,14,38,30,32,5,51,-2.0303813219,4.1224483124,-0.0808894359,0.9222956586,0.0777043414
6266.jpg,4,4,2,4,2,2,4,2,3,2,1,1,0.9588955641,0.9194807028,-0.9982933331,0.3685078249,0.6314921751
6267.jpg,27,31,32,28,36,33,21,35,30,29,4,36,1.4452459812,2.0887359462,-0.0579170281,0.9437282471,0.0562717529
6268.jpg,28,35,28,26,27,28,30,29,29,30,5,44,-1.2411272526,1.5403968571,-0.0346712386,0.9659229222,0.0340770778
6269.jpg,4,5,4,5,3,4,5,5,4,3,1,1,1.3313617408,1.7725240849,-1.1825465277,0.3064972403,0.6935027597
6270.jpg,30,37,33,32,35,33,35,38,34,32,4,37,2.176484108,4.7370830723,-0.1283222893,0.8795698575,0.1204301425
6271.jpg,31,31,33,29,31,29,31,32,31,26,3,21,4.7836894989,22.883685222,-1.0729372758,0.342002485,0.657997515
6272.jpg,28,34,33,30,32,30,32,28,31,33,6,72,-2.2780411244,5.1894713643,-0.0725770159,0.9299941195,0.0700058805
6273.jpg,61,63,65,58,62,65,66,65,63,77,7,107,-13.866959095,192.2925545424,-1.7992927046,0.1654158447,0.8345841553
6274.jpg,22,22,20,25,23,21,22,21,22,22,3,22,-0.0405855179,0.0016471843,-7.57687969666108E-005,0.9999242341,7.57659265837596E-005
6275.jpg,30,26,27,28,28,27,25,25,27,23,3,19,4.1124737262,16.9124401491,-0.8887031868,0.411188642,0.588811358
6276.jpg,58,58,59,61,64,62,65,64,61,74,7,90,-12.6931757927,161.1167117044,-1.7976829476,0.1656823385,0.8343176615
6277.jpg,53,54,53,53,52,55,55,51,53,51,7,97,2.2385630607,5.011164577,-0.0518993706,0.949424402,0.050575598
6278.jpg,39,28,26,31,27,32,27,30,30,25,4,35,4.8825371265,23.8391687921,-0.6896614124,0.5017459252,0.4982540748
6279.jpg,38,33,33,31,32,33,32,37,34,34,6,63,-0.4855110645,0.2357209938,-0.0037138143,0.9962930734,0.0037069266
6280.jpg,26,28,25,27,25,27,30,26,27,27,4,39,-0.1085407734,0.0117810995,-0.0003019186,0.9996981269,0.0003018731
6281.jpg,32,34,35,36,33,34,36,38,35,29,5,57,5.7857766151,33.4752110404,-0.5833438496,0.5580292774,0.4419707226
6282.jpg,60,58,62,64,61,58,63,60,61,61,5,49,-0.160004139,0.0256013245,-0.0005180049,0.9994821292,0.0005178708
6283.jpg,32,35,33,32,33,33,37,37,34,40,5,52,-6.1354618073,37.6438915884,-0.7185430198,0.4874619613,0.5125380387
6284.jpg,42,49,43,40,38,36,43,40,41,44,7,109,-2.5776524544,6.6442921755,-0.0610607779,0.9407660603,0.0592339397
6285.jpg,56,57,54,55,54,57,56,56,56,69,7,86,-13.3454141617,178.100079147,-2.0708361645,0.1260803137,0.8739196863
6286.jpg,27,36,34,34,29,29,20,24,29,26,4,31,3.2052435875,10.2735864552,-0.3270515618,0.7210465636,0.2789534364
6287.jpg,24,22,28,29,24,21,24,23,24,21,5,47,3.4173972607,11.6786040371,-0.2498193736,0.7789414678,0.2210585322
6288.jpg,19,25,7,27,21,25,24,25,22,17,3,21,4.7492901683,22.5557571026,-1.0664052867,0.3442437535,0.6557562465
6289.jpg,29,30,29,28,31,29,27,26,29,27,4,29,1.6037428379,2.5719910902,-0.0896507115,0.9142504667,0.0857495333
6290.jpg,34,13,4,6,26,6,3,17,14,9,2,7,4.766736865,22.7217803405,-3.2025060388,0.0406601802,0.9593398198
6291.jpg,50,40,67,61,46,64,57,22,51,86,6,84,-35.006673336,1225.4671780552,-14.6342590572,0.000000441,0.999999559
6292.jpg,29,41,38,47,49,21,42,36,38,49,6,81,-11.3121430874,127.9645812298,-1.5852581055,0.2048949018,0.7951050982
6293.jpg,54,56,59,57,60,59,60,59,58,58,9,150,-0.0716562271,0.0051346149,-3.42623025274581E-005,0.9999657383,3.42617155815184E-005
6294.jpg,27,30,28,23,22,23,21,25,25,30,4,32,-5.0603032112,25.6066685894,-0.7952706282,0.4514590408,0.5485409592
6295.jpg,46,45,42,45,45,46,46,45,45,49,6,68,-3.9937381744,15.9499446059,-0.2345006925,0.7909656862,0.2090343138
6296.jpg,44,40,43,42,46,49,48,45,45,36,5,48,8.6366400719,74.5915517309,-1.548272204,0.212615012,0.787384988
6297.jpg,36,35,33,31,34,35,35,35,34,28,4,30,6.1540856361,37.872770017,-1.2745285679,0.279562732,0.720437268
6298.jpg,29,29,28,28,29,30,28,29,29,26,4,27,2.6917285919,7.2454028125,-0.2650443751,0.7671719059,0.2328280941
6299.jpg,22,22,19,23,23,12,25,19,21,17,4,26,3.5471156836,12.5820296725,-0.4923149601,0.6112098288,0.3887901712
6300.jpg,23,24,21,21,23,21,21,24,22,21,3,24,1.1370923519,1.2929790167,-0.0530143704,0.948366384,0.051633616
6301.jpg,34,34,32,34,34,35,34,33,34,35,4,40,-1.2291123867,1.5107172591,-0.0378150694,0.9628909925,0.0371090075
6302.jpg,23,24,23,23,24,24,23,24,24,22,4,30,1.537184,2.3629346499,-0.07948566,0.9235912642,0.0764087358
6303.jpg,25,25,24,26,26,27,27,24,25,23,4,38,2.4809644222,6.1551844644,-0.1624225464,0.8500819296,0.1499180704
6304.jpg,37,43,35,36,35,43,38,36,38,31,5,52,7.0589280128,49.8284646905,-0.9554326118,0.3846457063,0.6153542937
6305.jpg,52,57,53,52,56,56,53,53,54,64,6,75,-9.8734917641,97.4858396148,-1.2991634125,0.2727598851,0.7272401149
6306.jpg,45,45,45,39,38,49,47,40,44,39,5,57,4.5467071533,20.672545938,-0.3645363952,0.6945185584,0.3054814416
6307.jpg,3,4,4,2,3,4,5,4,3,4,1,1,-0.5261319876,0.2768148683,-0.1876318356,0.8289198299,0.1710801701
6308.jpg,30,25,28,30,26,28,26,27,28,21,5,50,6.5353283882,42.7105171416,-0.8610717427,0.4227088044,0.5772911956
6309.jpg,74,63,62,59,79,64,73,48,65,73,7,106,-7.8045163155,60.9104749182,-0.5729710336,0.5638477371,0.4361522629
6310.jpg,34,35,31,37,27,28,30,29,31,30,5,50,1.4078080654,1.9819235491,-0.0393169047,0.9614459741,0.0385540259
6311.jpg,47,41,44,46,45,45,44,44,44,48,5,59,-3.5279612541,12.4465106106,-0.2114053725,0.8094458733,0.1905541267
6312.jpg,26,27,25,26,19,27,26,24,25,22,6,76,3.0949597359,9.5787757667,-0.1267470329,0.8809564974,0.1190435026
6313.jpg,41,45,43,42,45,44,46,46,44,43,4,28,1.0894322395,1.1868626045,-0.043025498,0.9578869656,0.0421130344
6314.jpg,22,22,22,23,23,21,21,18,22,22,3,21,-0.4342925549,0.1886100232,-0.0088472217,0.9911917998,0.0088082002
