Image,Predicted Age1,Predicted Age2,Predicted Age3,Predicted Age4,Predicted Age5,Predicted Age6,Predicted Age7,Predicted Age8,Average,Target_Age,Total_Sigma
5922.jpg,26 ,35 ,33 ,26 ,27 ,30,28 ,29 ,,33,51.595
5923.jpg,29 ,25 ,29 ,27 ,29 ,28,30 ,27 ,,27,25.4584
5924.jpg,26 ,26 ,27 ,28 ,26 ,27,28 ,27 ,,21,23.3794
5925.jpg,18 ,10 ,10 ,25 ,8 ,13,6 ,17 ,,20,22.8108
5926.jpg,53 ,42 ,47 ,45 ,53 ,51,49 ,45 ,,53,99.3294
5927.jpg,54 ,55 ,56 ,57 ,53 ,56,56 ,55 ,,54,79.5371
5928.jpg,27 ,29 ,27 ,23 ,24 ,25,29 ,30 ,,29,65.1677
5929.jpg,27 ,27 ,22 ,30 ,24 ,31,15 ,22 ,,37,49.2018
5930.jpg,27 ,27 ,27 ,25 ,27 ,27,27 ,27 ,,29,21.9829
5931.jpg,28 ,27 ,28 ,25 ,27 ,25,25 ,23 ,,25,43.9848
5932.jpg,55 ,44 ,53 ,49 ,56 ,47,51 ,54 ,,61,40.6836
5933.jpg,77 ,75 ,76 ,75 ,80 ,73,74 ,77 ,,87,83.6713
5934.jpg,27 ,27 ,29 ,30 ,26 ,28,29 ,27 ,,28,53.5526
5935.jpg,25 ,27 ,28 ,27 ,25 ,26,26 ,29 ,,24,21.2564
5936.jpg,7 ,6 ,6 ,6 ,7 ,7,5 ,7 ,,4,3.179
5937.jpg,25 ,24 ,24 ,27 ,25 ,28,28 ,26 ,,26,31.9114
5938.jpg,44 ,43 ,43 ,50 ,48 ,42,44 ,52 ,,47,138.1407
5939.jpg,27 ,28 ,26 ,29 ,30 ,30,24 ,25 ,,27,20.8882
5940.jpg,70 ,76 ,78 ,76 ,76 ,69,73 ,77 ,,77,86.3842
5941.jpg,55 ,56 ,54 ,57 ,53 ,56,57 ,56 ,,58,98.9612
5942.jpg,37 ,40 ,37 ,36 ,38 ,39,38 ,32 ,,33,37.044
5943.jpg,35 ,39 ,37 ,36 ,36 ,39,39 ,39 ,,32,39.12
5944.jpg,32 ,28 ,32 ,30 ,26 ,31,29 ,30 ,,30,49.8817
5945.jpg,62 ,62 ,62 ,61 ,64 ,61,62 ,63 ,,66,63.2922
5946.jpg,43 ,44 ,44 ,46 ,45 ,44,42 ,46 ,,40,50.3878
5947.jpg,42 ,36 ,40 ,36 ,44 ,40,38 ,43 ,,36,62.7202
5948.jpg,43 ,43 ,34 ,50 ,45 ,45,36 ,40 ,,46,61.3123
5949.jpg,30 ,32 ,29 ,33 ,30 ,35,33 ,36 ,,46,63.4583
5950.jpg,57 ,62 ,60 ,59 ,61 ,58,59 ,59 ,,62,113.4832
5951.jpg,32 ,30 ,40 ,28 ,31 ,30,32 ,36 ,,32,50.9654
5952.jpg,53 ,47 ,50 ,54 ,47 ,48,50 ,51 ,,41,75.8296
5953.jpg,66 ,69 ,66 ,67 ,62 ,70,69 ,69 ,,65,81.8856
5954.jpg,29 ,34 ,39 ,30 ,44 ,48,30 ,36 ,,33,61.9693
5955.jpg,23 ,24 ,27 ,20 ,22 ,23,25 ,28 ,,27,45.5194
5956.jpg,49 ,53 ,62 ,52 ,58 ,58,54 ,58 ,,75,113.3199
5957.jpg,29 ,28 ,26 ,34 ,27 ,33,38 ,29 ,,28,56.1773
5958.jpg,31 ,30 ,32 ,35 ,33 ,34,32 ,31 ,,37,73.6963
5959.jpg,24 ,27 ,24 ,21 ,23 ,21,22 ,22 ,,34,59.3715
5960.jpg,27 ,29 ,30 ,28 ,27 ,30,28 ,30 ,,32,129.4197
5961.jpg,56 ,59 ,59 ,60 ,55 ,64,60 ,58 ,,57,126.5588
5962.jpg,29 ,32 ,29 ,29 ,30 ,30,29 ,28 ,,28,28.3726
5963.jpg,24 ,24 ,25 ,23 ,26 ,22,24 ,25 ,,30,30.0118
5964.jpg,54 ,52 ,54 ,45 ,50 ,51,56 ,53 ,,57,88.2571
5965.jpg,26 ,27 ,27 ,26 ,26 ,25,28 ,24 ,,22,37.8203
5966.jpg,24 ,25 ,27 ,32 ,28 ,25,23 ,31 ,,24,32.0457
5967.jpg,39 ,38 ,39 ,38 ,36 ,34,40 ,36 ,,43,78.4164
5968.jpg,35 ,46 ,41 ,42 ,54 ,49,43 ,43 ,,35,60.355
5969.jpg,22 ,22 ,22 ,24 ,18 ,23,18 ,21 ,,22,33.0471
5970.jpg,27 ,27 ,24 ,27 ,28 ,22,24 ,26 ,,33,44.5817
5971.jpg,3 ,3 ,2 ,1 ,2 ,2,2 ,3 ,,2,0.8033
5972.jpg,31 ,34 ,32 ,34 ,32 ,37,30 ,31 ,,35,47.1584
5973.jpg,48 ,46 ,47 ,48 ,46 ,44,47 ,48 ,,43,100.9028
5974.jpg,29 ,32 ,31 ,34 ,32 ,31,29 ,31 ,,31,87.2022
5975.jpg,30 ,29 ,32 ,30 ,30 ,31,33 ,28 ,,29,20.5776
5976.jpg,15 ,21 ,15 ,10 ,14 ,10,10 ,15 ,,25,27.6975
5977.jpg,39 ,45 ,46 ,39 ,32 ,39,41 ,45 ,,46,103.2355
5978.jpg,31 ,40 ,37 ,34 ,39 ,39,33 ,44 ,,37,143.2268
5979.jpg,31 ,32 ,29 ,33 ,33 ,36,33 ,34 ,,39,57.2091
5980.jpg,34 ,32 ,38 ,33 ,29 ,38,35 ,33 ,,45,73.2067
5981.jpg,24 ,20 ,20 ,21 ,23 ,21,23 ,19 ,,14,18.9774
5982.jpg,26 ,29 ,28 ,30 ,27 ,30,26 ,26 ,,30,26.1651
5983.jpg,58 ,64 ,62 ,59 ,54 ,58,62 ,62 ,,71,91.2299
5984.jpg,23 ,24 ,26 ,22 ,23 ,27,23 ,24 ,,20,20.32
5985.jpg,45 ,43 ,43 ,44 ,42 ,43,41 ,43 ,,37,59.0095
5986.jpg,43 ,46 ,34 ,40 ,33 ,36,33 ,9 ,,18,21.1782
5987.jpg,30 ,27 ,28 ,29 ,27 ,31,25 ,34 ,,31,76.8989
5988.jpg,13 ,17 ,9 ,6 ,6 ,7,8 ,6 ,,7,4.9875
5989.jpg,31 ,34 ,31 ,37 ,34 ,39,36 ,34 ,,30,35.9942
5990.jpg,27 ,29 ,26 ,24 ,24 ,24,23 ,24 ,,25,35.7081
5991.jpg,33 ,34 ,33 ,37 ,35 ,34,32 ,31 ,,40,74.4058
5992.jpg,29 ,36 ,33 ,33 ,33 ,32,33 ,35 ,,37,73.9501
5993.jpg,45 ,54 ,54 ,52 ,55 ,52,56 ,53 ,,53,108.6163
5994.jpg,14 ,12 ,15 ,17 ,19 ,15,16 ,9 ,,13,11.9947
5995.jpg,40 ,33 ,37 ,33 ,41 ,32,40 ,37 ,,30,76.0438
5996.jpg,17 ,18 ,18 ,18 ,20 ,16,16 ,18 ,,19,26.1828
5997.jpg,20 ,19 ,18 ,20 ,16 ,18,18 ,14 ,,19,22.4957
5998.jpg,48 ,43 ,48 ,47 ,49 ,48,44 ,40 ,,47,96.8158
5999.jpg,63 ,65 ,64 ,70 ,70 ,68,67 ,69 ,,71,90.6773
6000.jpg,53 ,57 ,57 ,55 ,57 ,53,52 ,54 ,,57,102
6001.jpg,43 ,40 ,34 ,34 ,44 ,44,43 ,35 ,,46,227.5687
6002.jpg,52 ,47 ,41 ,50 ,42 ,51,45 ,42 ,,46,63.7285
6003.jpg,24 ,25 ,28 ,27 ,25 ,14,19 ,27 ,,27,32.9028
6005.jpg,32 ,34 ,45 ,33 ,30 ,36,34 ,39 ,,38,88.18
6006.jpg,29 ,33 ,38 ,41 ,40 ,37,39 ,31 ,,32,85.0993
6007.jpg,26 ,25 ,27 ,25 ,30 ,26,26 ,26 ,,29,37.0263
6008.jpg,24 ,22 ,24 ,24 ,21 ,26,23 ,25 ,,20,25.8935
6009.jpg,40 ,32 ,28 ,50 ,52 ,50,49 ,57 ,,56,123.6634
6010.jpg,7 ,7 ,15 ,6 ,10 ,9,7 ,7 ,,27,64.3813
6011.jpg,26 ,25 ,31 ,24 ,20 ,29,25 ,34 ,,23,33.1282
6012.jpg,12 ,10 ,20 ,7 ,12 ,11,8 ,11 ,,28,29.7895
6013.jpg,29 ,29 ,34 ,32 ,32 ,30,28 ,32 ,,29,26.695
6014.jpg,28 ,28 ,29 ,26 ,31 ,28,29 ,26 ,,29,43.0559
6015.jpg,39 ,44 ,38 ,43 ,46 ,43,47 ,45 ,,55,88.1884
6016.jpg,29 ,38 ,34 ,32 ,31 ,35,49 ,24 ,,32,30.2507
6017.jpg,40 ,43 ,41 ,41 ,39 ,38,38 ,39 ,,43,85.7778
6018.jpg,48 ,42 ,45 ,45 ,50 ,45,39 ,39 ,,47,77.0431
6019.jpg,33 ,32 ,35 ,33 ,34 ,38,34 ,31 ,,39,105.8067
6020.jpg,33 ,31 ,30 ,33 ,27 ,32,33 ,33 ,,28,70.895
6021.jpg,26 ,27 ,28 ,26 ,27 ,27,27 ,27 ,,29,19.9503
6022.jpg,51 ,57 ,57 ,42 ,60 ,52,57 ,47 ,,50,128.0687
6023.jpg,30 ,34 ,30 ,33 ,36 ,32,33 ,35 ,,28,37.3202
6024.jpg,29 ,30 ,32 ,29 ,30 ,35,33 ,32 ,,23,23.3923
6025.jpg,39 ,39 ,44 ,40 ,38 ,39,43 ,46 ,,46,87.0028
6027.jpg,38 ,42 ,45 ,44 ,42 ,48,43 ,41 ,,45,54.5387
6028.jpg,40 ,46 ,44 ,42 ,42 ,44,44 ,45 ,,50,110.8366
6029.jpg,18 ,18 ,16 ,26 ,22 ,30,25 ,30 ,,35,50.3133
6030.jpg,22 ,26 ,22 ,23 ,25 ,21,26 ,21 ,,23,14.1773
6031.jpg,35 ,37 ,36 ,36 ,38 ,36,39 ,38 ,,33,38.8254
6032.jpg,25 ,23 ,27 ,25 ,24 ,21,21 ,26 ,,29,84.05
6033.jpg,36 ,39 ,39 ,37 ,38 ,37,34 ,41 ,,35,30.8532
6034.jpg,27 ,27 ,23 ,23 ,26 ,27,25 ,20 ,,31,24.9986
6035.jpg,27 ,29 ,29 ,25 ,26 ,30,26 ,26 ,,26,21.3281
6036.jpg,24 ,25 ,22 ,24 ,23 ,26,27 ,23 ,,22,23.8922
6037.jpg,20 ,19 ,20 ,20 ,20 ,20,19 ,20 ,,20,36.1368
6038.jpg,22 ,23 ,22 ,22 ,21 ,25,19 ,24 ,,20,24.6627
6039.jpg,45 ,42 ,44 ,44 ,37 ,42,41 ,40 ,,39,82.8089
6040.jpg,41 ,44 ,40 ,40 ,41 ,35,37 ,37 ,,37,94.3959
6041.jpg,27 ,31 ,23 ,26 ,24 ,26,28 ,30 ,,23,47.8843
6042.jpg,28 ,30 ,28 ,29 ,31 ,39,34 ,30 ,,31,45.9945
6043.jpg,27 ,22 ,23 ,27 ,14 ,22,20 ,26 ,,20,37.6191
6044.jpg,26 ,25 ,28 ,26 ,25 ,27,29 ,29 ,,25,12.2834
6045.jpg,28 ,28 ,26 ,30 ,26 ,27,31 ,27 ,,22,19.1524
6046.jpg,29 ,22 ,26 ,24 ,24 ,24,25 ,25 ,,28,28.4103
6047.jpg,43 ,57 ,60 ,51 ,54 ,51,59 ,58 ,,59,81.1759
6048.jpg,33 ,36 ,35 ,31 ,35 ,33,33 ,34 ,,34,25.7999
6049.jpg,21 ,19 ,17 ,21 ,10 ,18,22 ,19 ,,20,23.3636
6050.jpg,53 ,58 ,57 ,57 ,59 ,56,55 ,58 ,,62,68.0665
6051.jpg,10 ,4 ,7 ,7 ,5 ,7,8 ,5 ,,8,7.553
6052.jpg,47 ,45 ,43 ,44 ,46 ,44,45 ,44 ,,49,38.0776
6053.jpg,26 ,27 ,40 ,27 ,58 ,30,55 ,36 ,,63,79.1981
6054.jpg,27 ,24 ,23 ,26 ,22 ,27,25 ,24 ,,27,34.687
6055.jpg,24 ,29 ,27 ,22 ,25 ,27,28 ,28 ,,26,32.5817
6056.jpg,26 ,36 ,38 ,25 ,10 ,28,26 ,37 ,,37,98.3638
6057.jpg,25 ,31 ,27 ,29 ,27 ,29,28 ,28 ,,26,42.5799
6058.jpg,35 ,40 ,46 ,40 ,44 ,40,42 ,43 ,,22,185.6358
6059.jpg,28 ,30 ,27 ,29 ,30 ,30,32 ,28 ,,42,96.2834
6060.jpg,30 ,36 ,35 ,34 ,32 ,33,37 ,37 ,,36,34.5449
6061.jpg,27 ,27 ,28 ,28 ,26 ,28,29 ,28 ,,27,9.7346
6062.jpg,49 ,56 ,55 ,49 ,54 ,53,55 ,43 ,,52,88.7479
6063.jpg,21 ,22 ,21 ,18 ,15 ,16,22 ,16 ,,29,65.6041
6064.jpg,29 ,29 ,29 ,26 ,31 ,29,27 ,29 ,,29,29.9487
6065.jpg,24 ,23 ,25 ,24 ,23 ,23,22 ,21 ,,17,26.5443
6066.jpg,37 ,34 ,34 ,36 ,34 ,38,34 ,38 ,,41,63.858
6067.jpg,33 ,51 ,61 ,43 ,58 ,56,60 ,52 ,,70,141.62
6068.jpg,43 ,58 ,52 ,40 ,50 ,49,42 ,38 ,,34,56.572
6069.jpg,60 ,70 ,66 ,71 ,66 ,62,68 ,66 ,,66,64.3813
6070.jpg,24 ,24 ,28 ,24 ,25 ,23,25 ,26 ,,26,61.4227
6071.jpg,26 ,30 ,30 ,33 ,32 ,38,35 ,37 ,,37,51.6055
6072.jpg,21 ,22 ,21 ,23 ,21 ,22,25 ,23 ,,16,30.9765
6073.jpg,34 ,40 ,39 ,46 ,42 ,42,45 ,38 ,,41,78.8517
6074.jpg,32 ,24 ,28 ,27 ,27 ,24,26 ,39 ,,26,23.8892
6075.jpg,30 ,30 ,31 ,32 ,32 ,31,33 ,32 ,,34,34.1096
6076.jpg,20 ,23 ,21 ,23 ,18 ,28,20 ,20 ,,26,43.518
6077.jpg,28 ,36 ,31 ,25 ,27 ,31,29 ,28 ,,36,48.3068
6078.jpg,37 ,39 ,37 ,43 ,35 ,37,35 ,39 ,,36,78.7482
6079.jpg,75 ,75 ,78 ,74 ,74 ,76,81 ,76 ,,76,74.3199
6080.jpg,48 ,44 ,41 ,40 ,43 ,48,43 ,41 ,,39,58.5
6081.jpg,48 ,33 ,41 ,56 ,49 ,52,42 ,46 ,,52,127.3186
6082.jpg,23 ,25 ,22 ,23 ,21 ,23,23 ,21 ,,29,44.4497
6083.jpg,35 ,38 ,40 ,37 ,38 ,43,38 ,41 ,,33,65.9898
6084.jpg,44 ,44 ,34 ,28 ,46 ,32,28 ,33 ,,51,35.2222
6085.jpg,57 ,59 ,59 ,63 ,61 ,60,61 ,62 ,,65,96.3338
6086.jpg,67 ,68 ,66 ,71 ,71 ,73,73 ,76 ,,72,94.3195
6087.jpg,35 ,32 ,50 ,30 ,25 ,45,37 ,38 ,,41,64.4391
6088.jpg,34 ,40 ,39 ,42 ,40 ,37,43 ,38 ,,38,66.572
6089.jpg,28 ,30 ,25 ,28 ,27 ,26,27 ,25 ,,26,66.4719
6090.jpg,52 ,54 ,55 ,49 ,58 ,52,56 ,56 ,,62,79.9903
6091.jpg,49 ,48 ,49 ,47 ,43 ,47,50 ,53 ,,62,74.6759
6092.jpg,9 ,10 ,10 ,13 ,9 ,10,9 ,10 ,,18,40.1724
6093.jpg,29 ,30 ,32 ,29 ,33 ,35,33 ,29 ,,27,28.5429
6094.jpg,26 ,26 ,20 ,26 ,19 ,20,21 ,20 ,,20,52.6548
6095.jpg,32 ,33 ,39 ,29 ,38 ,33,31 ,36 ,,27,38.7166
6096.jpg,46 ,46 ,45 ,46 ,42 ,41,44 ,44 ,,44,64.205
6097.jpg,33 ,29 ,47 ,34 ,48 ,37,25 ,45 ,,50,126.3006
6098.jpg,44 ,46 ,41 ,45 ,46 ,41,43 ,42 ,,44,73.0249
6099.jpg,24 ,22 ,24 ,23 ,22 ,23,22 ,25 ,,21,23.7253
6100.jpg,65 ,69 ,66 ,64 ,68 ,64,73 ,64 ,,82,109.8646
6101.jpg,53 ,54 ,55 ,56 ,58 ,50,52 ,58 ,,61,82.1407
6102.jpg,23 ,31 ,24 ,23 ,19 ,23,21 ,19 ,,27,55.3636
6103.jpg,11 ,7 ,7 ,8 ,9 ,11,6 ,7 ,,10,10.1486
6104.jpg,17 ,18 ,12 ,12 ,16 ,18,18 ,11 ,,8,6.3195
6105.jpg,34 ,35 ,33 ,31 ,33 ,34,30 ,34 ,,30,51.4197
6106.jpg,35 ,35 ,34 ,34 ,40 ,41,31 ,41 ,,51,234.7988
6107.jpg,29 ,32 ,28 ,28 ,27 ,30,28 ,30 ,,23,47.9058
6108.jpg,39 ,44 ,45 ,39 ,43 ,41,43 ,42 ,,43,36.7313
6109.jpg,40 ,44 ,40 ,36 ,47 ,36,50 ,41 ,,39,53.5632
6110.jpg,36 ,37 ,38 ,35 ,40 ,39,43 ,37 ,,31,38.8167
6111.jpg,42 ,43 ,37 ,34 ,36 ,44,45 ,41 ,,28,51.187
6112.jpg,36 ,33 ,34 ,36 ,35 ,41,36 ,38 ,,35,54.3458
6113.jpg,27 ,28 ,27 ,29 ,32 ,26,28 ,30 ,,28,15.2491
6114.jpg,22 ,23 ,26 ,20 ,20 ,21,23 ,21 ,,23,38.9627
6115.jpg,32 ,43 ,27 ,31 ,32 ,30,35 ,36 ,,22,78.6316
6116.jpg,24 ,13 ,24 ,12 ,7 ,16,7 ,22 ,,37,105.3075
6117.jpg,23 ,10 ,20 ,23 ,16 ,18,9 ,7 ,,17,22.018
6118.jpg,49 ,52 ,51 ,56 ,50 ,49,52 ,51 ,,60,63.261
6119.jpg,61 ,66 ,64 ,65 ,63 ,62,63 ,64 ,,63,109.0046
6120.jpg,41 ,40 ,41 ,36 ,32 ,41,36 ,37 ,,49,111.8393
6121.jpg,54 ,65 ,60 ,65 ,63 ,63,65 ,63 ,,82,69.8889
6122.jpg,57 ,55 ,53 ,51 ,55 ,56,56 ,53 ,,59,77.2632
6123.jpg,43 ,39 ,42 ,41 ,40 ,43,39 ,42 ,,40,86.4458
6124.jpg,36 ,24 ,46 ,31 ,33 ,34,48 ,29 ,,52,51.5568
6125.jpg,37 ,32 ,33 ,34 ,35 ,38,37 ,33 ,,35,64.2271
6126.jpg,32 ,36 ,35 ,40 ,49 ,39,38 ,37 ,,48,112.7048
6127.jpg,35 ,36 ,21 ,40 ,29 ,31,42 ,29 ,,26,1.8935
6128.jpg,24 ,23 ,25 ,24 ,22 ,21,25 ,25 ,,26,56.7568
6129.jpg,32 ,29 ,30 ,30 ,29 ,33,31 ,30 ,,29,40.7916
6130.jpg,31 ,32 ,34 ,34 ,37 ,31,33 ,30 ,,30,47.1269
6131.jpg,31 ,37 ,31 ,28 ,36 ,34,37 ,38 ,,34,46.2354
6132.jpg,30 ,9 ,29 ,35 ,13 ,35,31 ,33 ,,41,42.4089
6133.jpg,36 ,33 ,28 ,31 ,30 ,26,36 ,26 ,,31,223.4346
6134.jpg,25 ,26 ,24 ,22 ,26 ,26,22 ,25 ,,22,31.675
6135.jpg,15 ,20 ,18 ,23 ,20 ,19,21 ,22 ,,16,33.6454
6136.jpg,42 ,40 ,49 ,41 ,46 ,49,41 ,43 ,,46,189.655
6137.jpg,26 ,28 ,28 ,26 ,27 ,27,27 ,26 ,,28,33.9681
6138.jpg,44 ,53 ,54 ,59 ,53 ,39,37 ,55 ,,49,181.5542
6139.jpg,43 ,47 ,48 ,45 ,46 ,49,48 ,46 ,,50,88.4321
6140.jpg,37 ,41 ,45 ,42 ,42 ,43,42 ,39 ,,36,64.8269
6141.jpg,41 ,46 ,39 ,42 ,43 ,42,44 ,42 ,,43,92.6969
6142.jpg,57 ,59 ,59 ,60 ,58 ,62,60 ,63 ,,66,50.504
6143.jpg,25 ,24 ,24 ,24 ,26 ,25,22 ,24 ,,22,38.2216
6144.jpg,30 ,35 ,28 ,31 ,29 ,31,29 ,27 ,,29,25.8856
6145.jpg,25 ,29 ,25 ,32 ,27 ,27,25 ,25 ,,27,26.2512
6146.jpg,34 ,33 ,38 ,37 ,33 ,37,34 ,36 ,,36,59.9737
6147.jpg,30 ,33 ,31 ,32 ,28 ,30,30 ,28 ,,30,52.0776
6148.jpg,27 ,26 ,34 ,28 ,25 ,27,25 ,25 ,,31,40.485
6149.jpg,27 ,29 ,28 ,26 ,26 ,26,25 ,29 ,,22,27.3532
6150.jpg,52 ,49 ,53 ,44 ,47 ,48,49 ,51 ,,50,132.9765
6151.jpg,40 ,44 ,40 ,38 ,37 ,40,38 ,41 ,,42,70.5208
6152.jpg,24 ,21 ,20 ,25 ,16 ,31,22 ,27 ,,33,66.5247
6153.jpg,26 ,26 ,24 ,21 ,26 ,22,22 ,21 ,,27,43.2576
6154.jpg,43 ,44 ,43 ,43 ,40 ,42,42 ,44 ,,42,40.9415
6155.jpg,23 ,17 ,23 ,19 ,23 ,22,21 ,25 ,,17,15.6172
6156.jpg,35 ,46 ,43 ,46 ,40 ,41,35 ,41 ,,45,62.653
6157.jpg,40 ,43 ,48 ,45 ,52 ,46,48 ,44 ,,44,54.5362
6158.jpg,55 ,56 ,54 ,56 ,57 ,57,58 ,56 ,,55,123.155
6159.jpg,23 ,19 ,27 ,16 ,21 ,23,21 ,19 ,,12,20.8089
6160.jpg,38 ,35 ,39 ,38 ,42 ,36,38 ,38 ,,44,109.7226
6161.jpg,26 ,28 ,27 ,27 ,30 ,27,28 ,25 ,,26,59.1637
6162.jpg,29 ,31 ,30 ,27 ,27 ,31,28 ,27 ,,28,87.7507
6163.jpg,50 ,45 ,45 ,46 ,45 ,47,44 ,46 ,,46,76.5374
6164.jpg,43 ,49 ,48 ,50 ,47 ,47,50 ,48 ,,52,61.8463
6165.jpg,33 ,40 ,31 ,42 ,56 ,44,52 ,37 ,,29,42.3712
6166.jpg,25 ,24 ,27 ,26 ,27 ,24,23 ,26 ,,25,31.1663
6167.jpg,17 ,14 ,17 ,17 ,16 ,13,15 ,10 ,,14,2.8283
6168.jpg,49 ,46 ,51 ,45 ,48 ,46,49 ,49 ,,61,82.3892
6169.jpg,59 ,67 ,65 ,68 ,63 ,64,60 ,61 ,,69,91.5676
6170.jpg,55 ,59 ,58 ,55 ,62 ,60,60 ,57 ,,55,71.1637
6171.jpg,12 ,8 ,22 ,11 ,15 ,23,11 ,10 ,,13,5.9058
6172.jpg,27 ,29 ,30 ,24 ,24 ,34,26 ,36 ,,28,70.955
6173.jpg,24 ,21 ,21 ,20 ,20 ,22,22 ,21 ,,25,42.5508
6174.jpg,22 ,10 ,30 ,24 ,10 ,27,26 ,29 ,,11,10.6773
6175.jpg,25 ,27 ,30 ,30 ,25 ,30,24 ,27 ,,28,39.3352
6176.jpg,54 ,55 ,55 ,53 ,51 ,53,55 ,54 ,,56,81.3908
6177.jpg,12 ,5 ,9 ,7 ,22 ,13,7 ,9 ,,18,38.12
6178.jpg,16 ,14 ,7 ,9 ,16 ,12,13 ,11 ,,15,26.9131
6179.jpg,35 ,51 ,49 ,34 ,27 ,55,28 ,60 ,,60,102.551
6180.jpg,53 ,56 ,53 ,53 ,53 ,51,54 ,55 ,,55,87.1663
6181.jpg,34 ,19 ,51 ,7 ,10 ,58,9 ,25 ,,58,77.3833
6182.jpg,28 ,31 ,34 ,32 ,32 ,45,34 ,34 ,,34,70.4063
6183.jpg,12 ,12 ,21 ,18 ,10 ,20,11 ,11 ,,15,14.1696
6184.jpg,23 ,25 ,22 ,22 ,22 ,23,22 ,22 ,,28,46.4799
6185.jpg,25 ,24 ,23 ,26 ,23 ,23,23 ,21 ,,28,36.687
6186.jpg,32 ,35 ,28 ,32 ,35 ,30,32 ,31 ,,31,54.8488
6187.jpg,53 ,56 ,59 ,57 ,54 ,52,56 ,57 ,,63,74.7147
6188.jpg,24 ,25 ,24 ,22 ,24 ,21,22 ,25 ,,24,52.7091
6189.jpg,12 ,10 ,27 ,27 ,9 ,13,19 ,14 ,,27,69.9114
6190.jpg,26 ,26 ,23 ,28 ,26 ,24,27 ,24 ,,26,33.3807
6191.jpg,15 ,8 ,14 ,11 ,13 ,10,10 ,12 ,,15,11.679
6192.jpg,24 ,23 ,25 ,34 ,24 ,27,22 ,23 ,,19,27.8186
6193.jpg,46 ,49 ,52 ,49 ,38 ,51,53 ,51 ,,54,82.6092
6194.jpg,26 ,33 ,30 ,29 ,29 ,31,25 ,25 ,,30,46.6219
6195.jpg,27 ,25 ,24 ,24 ,23 ,24,20 ,25 ,,26,45.5734
6196.jpg,21 ,28 ,27 ,23 ,34 ,23,28 ,25 ,,29,28.8705
6197.jpg,55 ,54 ,52 ,57 ,48 ,53,52 ,51 ,,59,70.7812
6198.jpg,27 ,34 ,25 ,29 ,25 ,29,27 ,28 ,,18,9.6279
6199.jpg,50 ,26 ,30 ,56 ,31 ,55,24 ,33 ,,74,151.3636
6200.jpg,48 ,48 ,51 ,50 ,52 ,56,49 ,58 ,,53,67.3033
6201.jpg,25 ,28 ,28 ,28 ,28 ,32,26 ,26 ,,36,78.7535
6202.jpg,21 ,16 ,14 ,12 ,15 ,26,18 ,19 ,,22,29.3202
6203.jpg,45 ,43 ,42 ,42 ,42 ,41,39 ,40 ,,47,76.6759
6204.jpg,23 ,27 ,34 ,18 ,29 ,28,31 ,25 ,,39,69.5095
6205.jpg,46 ,47 ,50 ,35 ,48 ,39,37 ,48 ,,52,85.458
6206.jpg,33 ,38 ,41 ,40 ,30 ,29,40 ,36 ,,35,60.0146
6207.jpg,26 ,22 ,22 ,13 ,15 ,22,18 ,22 ,,19,0.9178
6208.jpg,27 ,34 ,46 ,42 ,34 ,42,40 ,39 ,,40,83.6239
6209.jpg,30 ,30 ,24 ,28 ,24 ,32,26 ,26 ,,29,103.6082
6210.jpg,23 ,27 ,26 ,25 ,26 ,24,26 ,25 ,,40,72.705
6211.jpg,27 ,39 ,12 ,40 ,48 ,55,52 ,21 ,,5,4.2825
6212.jpg,26 ,27 ,27 ,28 ,27 ,27,26 ,28 ,,33,133.2255
6213.jpg,28 ,29 ,28 ,29 ,32 ,30,29 ,29 ,,27,26.9901
6214.jpg,70 ,74 ,73 ,72 ,76 ,67,73 ,71 ,,76,93.5937
6215.jpg,35 ,42 ,40 ,41 ,52 ,48,32 ,31 ,,66,48.6482
6216.jpg,26 ,36 ,37 ,25 ,33 ,40,28 ,31 ,,35,39.4404
6217.jpg,17 ,19 ,20 ,20 ,19 ,18,21 ,19 ,,24,37.3795
6218.jpg,26 ,25 ,28 ,28 ,28 ,26,25 ,28 ,,27,31.7299
6219.jpg,22 ,21 ,24 ,22 ,22 ,21,17 ,23 ,,18,14.6969
6220.jpg,34 ,39 ,37 ,36 ,33 ,40,37 ,34 ,,31,80.3629
6221.jpg,51 ,49 ,52 ,51 ,53 ,51,55 ,50 ,,56,72.4654
6222.jpg,35 ,36 ,36 ,36 ,32 ,36,39 ,38 ,,41,71.097
6223.jpg,34 ,33 ,37 ,32 ,35 ,34,40 ,36 ,,39,106.1565
6224.jpg,50 ,47 ,49 ,52 ,52 ,49,48 ,46 ,,49,72.2747
6225.jpg,23 ,25 ,24 ,23 ,22 ,22,26 ,23 ,,27,37.8684
6226.jpg,26 ,27 ,28 ,29 ,26 ,25,32 ,28 ,,29,45.2313
6227.jpg,31 ,35 ,34 ,30 ,38 ,40,34 ,31 ,,34,95.1663
6228.jpg,52 ,61 ,57 ,53 ,55 ,56,62 ,55 ,,60,81.6016
6229.jpg,30 ,53 ,25 ,35 ,53 ,29,37 ,27 ,,68,97.6524
6230.jpg,22 ,19 ,19 ,18 ,17 ,18,19 ,18 ,,11,5.5864
6231.jpg,28 ,38 ,39 ,24 ,42 ,42,34 ,45 ,,29,23.366
6232.jpg,26 ,28 ,27 ,25 ,25 ,27,26 ,28 ,,19,23.9711
6233.jpg,27 ,33 ,32 ,29 ,15 ,32,30 ,33 ,,22,38.4089
